"Date","Price","Open","High","Low","Change %"
"Nov 11, 2013","101.190","100.780","102.000","100.210","1.22%"
"Nov 08, 2013","99.970","100.320","100.890","99.450","0.10%"
"Nov 07, 2013","99.870","99.840","100.860","99.330","0.04%"
"Nov 06, 2013","99.830","99.200","100.350","98.440","1.24%"
"Nov 05, 2013","98.610","99.100","99.620","98.090","-0.18%"
"Nov 04, 2013","98.790","98.290","98.790","98.290","0.00%"
"Nov 01, 2013","98.790","98.960","99.640","98.210","0.39%"
"Oct 31, 2013","98.410","98.190","99.000","97.580","0.44%"
"Oct 30, 2013","97.980","98.300","99.020","97.460","-0.13%"
"Oct 29, 2013","98.110","98.540","99.250","97.600","-0.34%"
"Oct 28, 2013","98.440","98.260","99.010","97.720","0.09%"
"Oct 25, 2013","98.350","98.400","99.360","97.790","0.01%"
"Oct 24, 2013","98.340","98.510","99.190","97.680","-0.21%"
"Oct 23, 2013","98.550","97.760","99.170","97.220","-0.10%"
"Oct 22, 2013","98.650","98.740","99.430","97.960","0.21%"
"Oct 21, 2013","98.440","98.140","99.010","97.650","0.41%"
"Oct 18, 2013","98.040","97.900","99.240","97.000","0.07%"
"Oct 17, 2013","97.970","98.480","99.600","97.450","-0.99%"
"Oct 16, 2013","98.950","98.450","98.950","98.450","0.00%"
"Oct 15, 2013","98.950","98.000","99.610","97.510","0.47%"
"Oct 14, 2013","98.490","97.840","98.490","97.300","0.79%"
"Oct 11, 2013","97.720","97.900","98.690","97.120","-0.52%"
"Oct 10, 2013","98.230","99.360","100.150","97.630","-0.87%"
"Oct 09, 2013","99.090","99.310","100.180","98.270","0.21%"
"Oct 08, 2013","98.880","98.770","99.540","98.090","0.01%"
"Oct 07, 2013","98.870","98.400","99.620","97.910","0.59%"
"Oct 04, 2013","98.290","98.960","99.600","97.520","-0.50%"
"Oct 03, 2013","98.780","99.440","100.040","98.140","-1.16%"
"Oct 02, 2013","99.940","99.440","99.940","99.440","0.00%"
"Oct 01, 2013","99.940","100.080","100.600","98.980","-0.23%"
"Sep 30, 2013","100.170","100.800","101.350","99.500","0.14%"
"Sep 27, 2013","100.030","99.040","100.600","98.330","0.71%"
"Sep 26, 2013","99.320","99.660","100.290","98.660","-0.59%"
"Sep 25, 2013","99.910","100.420","101.110","99.220","-0.50%"
"Sep 24, 2013","100.410","100.480","101.150","99.410","0.24%"
"Sep 23, 2013","100.170","100.080","100.850","99.230","0.59%"
"Sep 20, 2013","99.580","99.260","100.680","98.510","0.75%"
"Sep 19, 2013","98.840","98.800","99.860","98.150","-2.53%"
"Sep 18, 2013","101.410","101.200","102.020","100.390","0.01%"
"Sep 17, 2013","101.400","101.280","102.310","100.820","0.86%"
"Sep 16, 2013","100.540","100.480","101.140","99.460","-1.03%"
"Sep 13, 2013","101.590","102.000","103.190","100.850","-0.02%"
"Sep 12, 2013","101.610","101.100","102.830","100.170","0.20%"
"Sep 11, 2013","101.410","102.220","103.220","100.410","-0.72%"
"Sep 10, 2013","102.150","103.010","103.760","101.520","-1.70%"
"Sep 09, 2013","103.920","103.430","104.300","103.420","0.00%"
"Sep 06, 2013","103.920","105.600","106.560","103.420","-1.62%"
"Sep 05, 2013","105.630","105.740","106.930","104.340","-1.57%"
"Sep 04, 2013","107.310","108.960","110.260","106.400","-1.73%"
"Sep 03, 2013","109.200","106.030","109.250","105.520","3.40%"
"Sep 02, 2013","105.610","105.760","106.570","104.600","0.46%"
"Aug 30, 2013","105.130","107.180","108.390","104.610","-0.45%"
"Aug 29, 2013","105.610","106.990","107.490","105.110","0.47%"
"Aug 28, 2013","105.120","104.620","105.120","104.620","-0.00%"
"Aug 27, 2013","105.125","103.970","106.125","103.490","2.49%"
"Aug 26, 2013","102.570","101.900","104.050","101.340","1.53%"
"Aug 23, 2013","101.020","102.880","104.100","100.520","-1.80%"
"Aug 22, 2013","102.870","103.520","105.360","102.370","0.27%"
"Aug 21, 2013","102.590","101.490","103.770","100.490","1.36%"
"Aug 20, 2013","101.210","102.000","103.080","100.580","0.19%"
"Aug 19, 2013","101.020","99.730","101.650","99.070","2.40%"
"Aug 16, 2013","98.650","98.140","99.700","97.620","0.36%"
"Aug 15, 2013","98.300","97.800","98.300","97.800","0.00%"
"Aug 14, 2013","98.300","98.340","99.000","97.570","0.40%"
"Aug 13, 2013","97.910","98.180","99.120","97.050","-0.14%"
"Aug 12, 2013","98.050","96.750","98.570","96.260","0.66%"
"Aug 09, 2013","97.410","96.910","97.410","96.910","0.00%"
"Aug 08, 2013","97.410","97.890","98.740","96.810","-0.10%"
"Aug 07, 2013","97.510","97.760","98.810","97.000","0.28%"
"Aug 06, 2013","97.240","97.680","98.870","96.740","-0.17%"
"Aug 05, 2013","97.410","97.630","98.130","96.650","-0.37%"
"Aug 02, 2013","97.770","96.980","98.370","96.440","1.12%"
"Aug 01, 2013","96.690","97.180","97.940","95.900","0.04%"
"Jul 31, 2013","96.650","97.490","98.370","96.050","-0.13%"
"Jul 30, 2013","96.780","95.390","97.380","94.760","1.80%"
"Jul 29, 2013","95.070","94.530","95.670","94.050","0.64%"
"Jul 26, 2013","94.470","94.130","95.090","93.420","0.46%"
"Jul 25, 2013","94.040","94.860","95.520","93.530","-0.60%"
"Jul 24, 2013","94.610","95.040","95.840","93.930","-1.07%"
"Jul 23, 2013","95.630","95.180","96.290","94.690","0.07%"
"Jul 22, 2013","95.560","94.880","96.070","94.380","0.62%"
"Jul 19, 2013","94.970","95.550","96.280","94.380","-0.53%"
"Jul 18, 2013","95.480","95.380","96.140","94.690","0.56%"
"Jul 17, 2013","94.950","94.480","95.810","93.990","0.04%"
"Jul 16, 2013","94.910","94.700","95.700","94.100","-0.96%"
"Jul 15, 2013","95.830","95.870","96.620","95.130","0.55%"
"Jul 12, 2013","95.310","95.600","96.760","94.800","-0.19%"
"Jul 11, 2013","95.490","94.910","96.460","94.420","0.03%"
"Jul 10, 2013","95.460","96.050","96.820","94.930","-0.80%"
"Jul 09, 2013","96.230","95.680","97.270","95.050","-0.77%"
"Jul 08, 2013","96.980","97.470","98.420","96.450","0.63%"
"Jul 05, 2013","96.370","96.200","97.440","95.520","0.16%"
"Jul 04, 2013","96.220","96.160","97.110","95.360","-0.13%"
"Jul 03, 2013","96.350","95.790","97.120","95.300","0.92%"
"Jul 02, 2013","95.470","95.200","96.040","94.170","0.25%"
"Jul 01, 2013","95.230","95.140","95.750","93.850","0.22%"
"Jun 28, 2013","95.020","96.000","96.530","94.220","-1.34%"
"Jun 27, 2013","96.310","96.720","97.500","95.670","-0.86%"
"Jun 26, 2013","97.150","95.570","97.720","95.080","1.77%"
"Jun 25, 2013","95.460","95.440","96.160","94.640","-0.04%"
"Jun 24, 2013","95.500","95.330","96.200","94.770","0.70%"
"Jun 21, 2013","94.840","95.680","96.180","94.140","-0.50%"
"Jun 20, 2013","95.320","95.380","96.460","94.710","1.46%"
"Jun 19, 2013","93.950","94.110","94.760","93.280","-0.10%"
"Jun 18, 2013","94.040","93.200","94.580","92.660","1.56%"
"Jun 17, 2013","92.600","92.320","93.110","91.590","0.62%"
"Jun 14, 2013","92.030","92.430","93.170","91.430","-0.80%"
"Jun 13, 2013","92.770","92.960","94.180","92.210","0.32%"
"Jun 12, 2013","92.470","93.110","93.910","91.850","-1.03%"
"Jun 11, 2013","93.430","93.310","94.870","92.700","0.41%"
"Jun 10, 2013","93.050","91.600","93.060","90.980","1.91%"
"Jun 07, 2013","91.310","90.720","91.890","90.200","0.40%"
"Jun 06, 2013","90.950","91.140","91.700","90.350","0.20%"
"Jun 05, 2013","90.770","90.270","91.360","89.590","0.51%"
"Jun 04, 2013","90.310","90.510","91.280","89.750","-0.57%"
"Jun 03, 2013","90.830","90.480","91.420","89.770","0.48%"
"May 31, 2013","90.400","90.540","91.310","89.730","0.21%"
"May 30, 2013","90.210","89.810","90.710","89.160","0.37%"
"May 29, 2013","89.880","89.860","90.690","89.250","0.38%"
"May 28, 2013","89.540","89.090","90.090","88.520","0.71%"
"May 27, 2013","88.910","89.220","89.750","88.340","-0.11%"
"May 24, 2013","89.010","88.960","89.720","88.220","0.07%"
"May 23, 2013","88.950","89.340","90.100","88.370","0.23%"
"May 22, 2013","88.750","88.590","89.520","88.050","0.10%"
"May 21, 2013","88.660","87.950","89.160","87.410","0.56%"
"May 20, 2013","88.170","88.080","88.700","87.430","0.41%"
"May 17, 2013","87.810","87.790","88.490","87.190","0.18%"
"May 16, 2013","87.650","87.600","88.330","86.950","0.00%"
"May 15, 2013","87.650","87.780","88.340","86.950","-0.07%"
"May 14, 2013","87.710","87.600","88.220","86.770","0.16%"
"May 13, 2013","87.570","87.760","88.530","87.030","-0.14%"
"May 10, 2013","87.690","87.360","88.190","86.580","1.01%"
"May 09, 2013","86.810","86.620","87.400","86.130","0.16%"
"May 08, 2013","86.670","86.480","87.200","85.970","0.06%"
"May 07, 2013","86.620","86.690","87.470","86.010","-0.08%"
"May 06, 2013","86.690","86.030","87.280","85.540","0.45%"
"May 03, 2013","86.300","86.210","86.970","85.710","0.22%"
"May 02, 2013","86.110","85.970","86.820","85.370","0.02%"
"May 01, 2013","86.090","85.590","86.090","85.590","0.00%"
"Apr 30, 2013","86.090","86.590","87.300","85.570","-0.78%"
"Apr 29, 2013","86.770","86.950","87.510","86.240","-0.28%"
"Apr 26, 2013","87.010","86.620","87.550","86.130","0.29%"
"Apr 25, 2013","86.760","86.690","87.310","86.070","-0.30%"
"Apr 24, 2013","87.020","86.520","87.020","86.520","0.00%"
"Apr 23, 2013","87.020","86.780","87.570","86.290","0.45%"
"Apr 22, 2013","86.630","86.270","87.280","85.780","0.34%"
"Apr 19, 2013","86.340","85.840","86.340","85.840","0.00%"
"Apr 18, 2013","86.340","86.620","87.280","85.830","-0.46%"
"Apr 17, 2013","86.740","86.240","87.240","85.530","0.10%"
"Apr 16, 2013","86.650","87.410","87.910","86.080","-0.87%"
"Apr 15, 2013","87.410","87.440","88.170","86.830","0.19%"
"Apr 12, 2013","87.240","86.940","87.890","86.450","0.01%"
"Apr 11, 2013","87.230","86.730","87.230","86.730","0.00%"
"Apr 10, 2013","87.230","87.060","87.800","86.530","-0.13%"
"Apr 09, 2013","87.340","87.180","87.950","86.550","0.05%"
"Apr 08, 2013","87.300","87.660","88.240","86.760","-0.46%"
"Apr 05, 2013","87.700","87.680","88.320","87.130","-0.11%"
"Apr 04, 2013","87.800","87.200","88.320","86.690","0.80%"
"Apr 03, 2013","87.100","87.060","87.630","86.460","0.32%"
"Apr 02, 2013","86.820","86.880","87.380","86.280","-0.05%"
"Apr 01, 2013","86.860","86.360","87.350","86.350","0.00%"
"Mar 29, 2013","86.860","86.850","87.350","86.350","-0.03%"
"Mar 28, 2013","86.890","87.150","87.650","86.330","-0.11%"
"Mar 27, 2013","86.990","86.490","86.990","86.490","0.00%"
"Mar 26, 2013","86.990","86.810","87.540","86.310","0.36%"
"Mar 25, 2013","86.680","86.640","87.270","85.990","-0.30%"
"Mar 22, 2013","86.940","86.960","87.560","86.310","0.09%"
"Mar 21, 2013","86.860","86.880","87.430","86.200","-0.15%"
"Mar 20, 2013","86.990","87.260","87.800","86.330","-0.01%"
"Mar 19, 2013","87.000","86.500","87.640","85.730","0.38%"
"Mar 18, 2013","86.670","86.850","87.440","86.100","0.27%"
"Mar 15, 2013","86.440","86.640","87.220","85.860","-0.61%"
"Mar 14, 2013","86.970","86.960","87.730","86.160","0.09%"
"Mar 13, 2013","86.890","86.640","87.510","85.920","0.23%"
"Mar 12, 2013","86.690","86.880","87.540","86.180","-0.42%"
"Mar 11, 2013","87.060","87.060","87.730","86.170","0.23%"
"Mar 08, 2013","86.860","87.230","87.790","86.330","-0.50%"
"Mar 07, 2013","87.300","87.740","88.340","86.710","-0.29%"
"Mar 06, 2013","87.550","87.580","88.310","86.880","-0.38%"
"Mar 05, 2013","87.880","87.710","88.370","86.870","0.11%"
"Mar 04, 2013","87.780","88.240","88.740","87.170","-0.08%"
"Mar 01, 2013","87.850","87.580","88.400","86.490","0.99%"
"Feb 28, 2013","86.990","86.060","87.660","85.270","0.94%"
"Feb 27, 2013","86.180","86.480","86.980","85.300","-0.43%"
"Feb 26, 2013","86.550","86.510","87.240","85.900","0.42%"
"Feb 25, 2013","86.190","86.750","86.790","85.680","-0.58%"
"Feb 22, 2013","86.690","87.230","87.760","86.130","-0.54%"
"Feb 21, 2013","87.160","86.980","87.850","86.370","0.74%"
"Feb 20, 2013","86.520","86.670","87.170","85.940","-0.20%"
"Feb 19, 2013","86.690","86.190","86.690","86.190","0.00%"
"Feb 18, 2013","86.690","87.070","87.600","86.130","-0.08%"
"Feb 15, 2013","86.760","86.270","87.270","85.670","0.56%"
"Feb 14, 2013","86.280","86.100","86.840","85.600","0.19%"
"Feb 13, 2013","86.120","86.000","86.740","85.510","-0.06%"
"Feb 12, 2013","86.170","86.300","87.000","85.650","0.01%"
"Feb 11, 2013","86.160","85.840","86.680","85.270","0.64%"
"Feb 08, 2013","85.610","85.520","86.340","84.980","0.53%"
"Feb 07, 2013","85.160","84.990","85.810","84.410","0.12%"
"Feb 06, 2013","85.060","84.740","85.720","84.130","0.05%"
"Feb 05, 2013","85.020","85.420","85.940","84.420","-0.29%"
"Feb 04, 2013","85.270","84.830","85.810","84.170","0.19%"
"Feb 01, 2013","85.110","85.200","85.940","84.560","-0.06%"
"Jan 31, 2013","85.160","85.200","85.900","84.400","-0.15%"
"Jan 30, 2013","85.290","85.680","86.260","84.760","-0.85%"
"Jan 29, 2013","86.020","86.320","86.820","85.170","-0.29%"
"Jan 28, 2013","86.270","86.080","86.820","85.510","0.44%"
"Jan 25, 2013","85.890","85.390","85.890","85.390","0.00%"
"Jan 24, 2013","85.890","85.920","86.720","85.300","0.01%"
"Jan 23, 2013","85.880","85.890","86.710","85.230","-0.27%"
"Jan 22, 2013","86.110","85.760","86.710","84.910","0.08%"
"Jan 21, 2013","86.040","85.940","86.820","85.320","0.12%"
"Jan 18, 2013","85.940","86.700","87.220","85.430","-1.24%"
"Jan 17, 2013","87.020","87.520","88.140","86.250","-0.56%"
"Jan 16, 2013","87.510","87.550","88.310","86.980","0.14%"
"Jan 15, 2013","87.390","86.980","88.000","86.390","0.22%"
"Jan 14, 2013","87.200","87.600","88.210","86.560","-0.48%"
"Jan 11, 2013","87.620","87.040","88.250","86.550","0.36%"
"Jan 10, 2013","87.310","87.580","88.130","86.800","-0.34%"
"Jan 09, 2013","87.610","88.000","88.630","87.050","-0.43%"
"Jan 08, 2013","87.990","88.240","89.110","87.470","-0.42%"
"Jan 07, 2013","88.360","87.920","89.000","87.390","0.27%"
"Jan 04, 2013","88.120","87.680","88.770","87.130","1.04%"
"Jan 03, 2013","87.210","87.040","87.860","86.500","0.28%"
"Jan 02, 2013","86.970","87.040","87.750","86.320","-0.59%"
"Jan 01, 2013","87.490","87.710","88.360","86.980","-0.57%"
"Dec 31, 2012","87.990","87.660","88.500","86.910","0.43%"
"Dec 28, 2012","87.610","87.780","88.460","87.110","-0.33%"
"Dec 27, 2012","87.900","87.600","88.480","87.080","0.17%"
"Dec 26, 2012","87.750","88.140","88.660","87.190","-0.20%"
"Dec 25, 2012","87.930","87.430","87.930","87.430","0.00%"
"Dec 24, 2012","87.930","88.140","88.350","87.430","-0.20%"
"Dec 21, 2012","88.110","87.980","88.910","87.490","0.39%"
"Dec 20, 2012","87.770","87.470","88.340","86.930","0.55%"
"Dec 19, 2012","87.290","87.840","88.380","86.710","-0.55%"
"Dec 18, 2012","87.770","87.520","88.580","87.030","0.00%"
"Dec 17, 2012","87.770","87.040","88.320","86.550","0.68%"
"Dec 14, 2012","87.180","87.100","88.000","86.340","0.03%"
"Dec 13, 2012","87.150","86.670","87.720","86.070","0.26%"
"Dec 12, 2012","86.920","86.860","87.430","86.160","0.10%"
"Dec 11, 2012","86.830","87.040","87.600","86.310","-0.41%"
"Dec 10, 2012","87.190","86.880","87.800","86.310","0.03%"
"Dec 07, 2012","87.160","86.800","87.780","86.070","0.62%"
"Dec 06, 2012","86.620","86.990","87.810","85.970","-0.74%"
"Dec 05, 2012","87.270","87.340","87.920","86.610","-0.25%"
"Dec 04, 2012","87.490","87.600","88.440","86.860","-0.17%"
"Dec 03, 2012","87.640","86.830","88.150","86.300","0.94%"
"Nov 30, 2012","86.820","87.310","88.020","86.260","-1.06%"
"Nov 29, 2012","87.750","88.880","89.480","87.140","-1.10%"
"Nov 28, 2012","88.730","88.230","88.730","88.230","0.00%"
"Nov 27, 2012","88.730","88.860","89.740","88.190","-0.50%"
"Nov 26, 2012","89.180","88.700","89.910","88.180","0.35%"
"Nov 23, 2012","88.870","88.320","89.460","87.810","0.59%"
"Nov 22, 2012","88.350","88.130","88.940","87.510","0.19%"
"Nov 21, 2012","88.180","88.160","89.090","87.590","0.01%"
"Nov 20, 2012","88.170","87.680","88.720","87.150","0.07%"
"Nov 19, 2012","88.110","88.110","88.670","87.390","-0.18%"
"Nov 16, 2012","88.270","87.730","88.800","87.240","0.85%"
"Nov 15, 2012","87.530","87.970","88.640","86.980","-0.33%"
"Nov 14, 2012","87.820","87.320","87.820","87.320","0.00%"
"Nov 13, 2012","87.820","87.320","87.820","87.320","0.00%"
"Nov 12, 2012","87.820","87.330","88.690","86.840","0.24%"
"Nov 09, 2012","87.610","86.880","88.140","86.340","0.72%"
"Nov 08, 2012","86.980","87.180","87.980","86.450","0.29%"
"Nov 07, 2012","86.730","86.880","87.460","85.840","-0.40%"
"Nov 06, 2012","87.080","87.490","88.130","86.470","-0.33%"
"Nov 05, 2012","87.370","86.380","87.920","85.890","1.46%"
"Nov 02, 2012","86.110","85.890","86.690","85.270","1.16%"
"Nov 01, 2012","85.125","86.160","86.365","85.000","-1.12%"
"Oct 31, 2012","86.090","86.400","87.220","85.540","-0.30%"
"Oct 30, 2012","86.350","86.530","87.200","85.670","-0.21%"
"Oct 29, 2012","86.530","86.160","87.030","85.520","0.98%"
"Oct 26, 2012","85.690","85.680","86.180","85.190","0.00%"
"Oct 25, 2012","85.690","86.110","86.630","85.060","-0.34%"
"Oct 24, 2012","85.980","85.970","86.470","85.480","0.02%"
"Oct 23, 2012","85.960","85.440","86.640","84.870","0.47%"
"Oct 22, 2012","85.560","86.220","86.720","85.030","-0.68%"
"Oct 19, 2012","86.150","85.900","86.870","85.220","0.80%"
"Oct 18, 2012","85.470","84.720","85.990","84.170","1.03%"
"Oct 17, 2012","84.600","84.400","85.250","83.780","0.00%"
"Oct 16, 2012","84.600","84.800","85.320","83.950","-0.27%"
"Oct 15, 2012","84.830","84.780","85.540","84.150","0.39%"
"Oct 12, 2012","84.500","84.210","85.140","83.590","0.26%"
"Oct 11, 2012","84.280","84.930","85.560","83.710","-0.71%"
"Oct 10, 2012","84.880","84.720","85.590","84.060","0.62%"
"Oct 09, 2012","84.360","83.810","85.040","83.060","0.15%"
"Oct 08, 2012","84.230","83.360","84.740","82.880","1.52%"
"Oct 05, 2012","82.970","82.160","83.750","81.670","0.22%"
"Oct 04, 2012","82.790","83.200","83.770","82.160","-0.79%"
"Oct 03, 2012","83.450","84.060","84.610","82.890","-0.48%"
"Oct 02, 2012","83.850","83.350","83.850","83.350","0.00%"
"Oct 01, 2012","83.850","84.800","85.300","83.300","-0.85%"
"Sep 28, 2012","84.570","84.400","85.110","83.490","-0.29%"
"Sep 27, 2012","84.820","85.550","86.180","84.290","-0.93%"
"Sep 26, 2012","85.620","85.620","86.290","84.980","0.28%"
"Sep 25, 2012","85.380","85.390","86.290","84.810","-0.21%"
"Sep 24, 2012","85.560","85.540","86.160","84.390","0.04%"
"Sep 21, 2012","85.530","86.640","87.220","84.830","-1.70%"
"Sep 20, 2012","87.010","86.940","87.560","86.240","0.66%"
"Sep 19, 2012","86.440","85.940","86.440","85.940","0.00%"
"Sep 18, 2012","86.440","86.690","87.500","85.830","0.01%"
"Sep 17, 2012","86.430","86.080","87.140","85.350","-0.53%"
"Sep 14, 2012","86.890","87.820","88.360","86.370","-2.02%"
"Sep 13, 2012","88.680","88.460","89.270","87.970","0.38%"
"Sep 12, 2012","88.340","88.280","89.030","87.730","-0.24%"
"Sep 11, 2012","88.550","88.670","89.360","88.000","-0.18%"
"Sep 10, 2012","88.710","88.420","89.260","87.910","0.15%"
"Sep 07, 2012","88.580","88.900","89.490","88.070","-0.54%"
"Sep 06, 2012","89.060","89.260","90.140","88.500","-0.45%"
"Sep 05, 2012","89.460","89.180","90.020","88.690","0.46%"
"Sep 04, 2012","89.050","88.610","89.620","88.110","0.21%"
"Sep 03, 2012","88.860","88.700","89.440","88.150","0.02%"
"Aug 31, 2012","88.840","89.180","89.730","88.330","-0.19%"
"Aug 30, 2012","89.010","89.140","89.700","88.420","0.00%"
"Aug 29, 2012","89.010","89.100","89.690","88.390","-0.07%"
"Aug 28, 2012","89.070","89.330","89.910","88.500","-0.04%"
"Aug 27, 2012","89.110","88.780","89.650","88.290","0.34%"
"Aug 24, 2012","88.810","88.560","89.360","88.050","0.43%"
"Aug 23, 2012","88.430","88.300","88.990","87.700","-0.42%"
"Aug 22, 2012","88.800","88.700","89.380","88.070","0.65%"
"Aug 21, 2012","88.225","88.850","89.105","88.100","-1.07%"
"Aug 20, 2012","89.180","88.680","89.180","88.680","0.01%"
"Aug 17, 2012","89.170","89.120","89.750","88.470","-0.04%"
"Aug 16, 2012","89.210","89.520","90.160","88.650","0.18%"
"Aug 15, 2012","89.050","88.550","89.050","88.550","0.00%"
"Aug 14, 2012","89.050","88.860","89.740","88.270","0.56%"
"Aug 13, 2012","88.550","88.380","89.260","87.810","0.11%"
"Aug 10, 2012","88.450","88.420","89.250","87.910","0.01%"
"Aug 09, 2012","88.440","88.290","89.120","87.580","-0.27%"
"Aug 08, 2012","88.680","88.110","89.170","87.430","0.65%"
"Aug 07, 2012","88.110","88.480","88.810","87.600","-0.82%"
"Aug 06, 2012","88.840","88.770","89.540","87.870","-0.41%"
"Aug 03, 2012","89.210","89.860","90.410","88.660","-0.16%"
"Aug 02, 2012","89.350","89.150","89.930","88.500","0.66%"
"Aug 01, 2012","88.760","89.200","89.700","88.180","0.16%"
"Jul 31, 2012","88.620","88.670","89.720","88.120","0.00%"
"Jul 30, 2012","88.620","88.450","89.480","87.810","0.10%"
"Jul 27, 2012","88.530","88.830","89.420","87.990","-0.35%"
"Jul 26, 2012","88.840","88.120","89.570","88.120","0.25%"
"Jul 25, 2012","88.620","88.120","88.620","88.120","0.00%"
"Jul 24, 2012","88.620","88.490","89.000","88.120","-0.42%"
"Jul 23, 2012","88.990","89.010","89.510","88.490","0.53%"
"Jul 20, 2012","88.520","88.400","89.030","87.620","-0.12%"
"Jul 19, 2012","88.630","88.540","89.200","87.670","0.01%"
"Jul 18, 2012","88.620","87.980","89.200","87.490","-0.01%"
"Jul 17, 2012","88.630","87.840","89.000","87.210","0.00%"
"Jul 16, 2012","88.630","87.840","89.090","87.140","0.45%"
"Jul 13, 2012","88.230","89.040","89.110","88.030","-0.44%"
"Jul 12, 2012","88.620","88.960","90.020","88.120","0.00%"
"Jul 11, 2012","88.620","89.040","89.660","88.120","-0.01%"
"Jul 10, 2012","88.630","89.350","89.360","88.170","2.91%"
"Jul 09, 2012","86.120","85.620","86.120","85.620","0.00%"
"Jul 06, 2012","86.120","85.620","86.120","85.620","0.00%"
"Jul 05, 2012","86.120","85.620","86.120","85.620","0.00%"
"Jul 04, 2012","86.120","85.620","86.120","85.620","0.00%"
"Jul 03, 2012","86.120","85.630","86.500","85.620","-0.01%"
"Jul 02, 2012","86.130","85.630","86.130","85.630","0.00%"
"Jun 29, 2012","86.130","85.630","86.130","85.630","0.00%"
"Jun 28, 2012","86.130","85.630","86.130","85.630","0.00%"
"Jun 27, 2012","86.130","85.630","86.130","85.630","0.00%"
"Jun 26, 2012","86.130","85.630","86.130","85.630","0.00%"
"Jun 25, 2012","86.130","85.630","86.130","85.630","0.01%"
"Jun 22, 2012","86.120","85.620","86.120","85.620","0.00%"
"Jun 21, 2012","86.120","85.620","86.120","85.620","0.00%"
"Jun 20, 2012","86.120","85.620","86.120","85.620","0.00%"
"Jun 19, 2012","86.120","85.620","86.120","85.620","0.00%"
"Jun 18, 2012","86.120","85.630","86.500","85.620","-0.01%"
"Jun 15, 2012","86.130","85.630","86.130","85.630","0.00%"
"Jun 14, 2012","86.130","85.620","86.500","85.620","0.01%"
"Jun 13, 2012","86.120","85.620","86.120","85.620","0.00%"
"Jun 12, 2012","86.120","85.730","86.500","85.620","-0.13%"
"Jun 11, 2012","86.230","85.730","86.230","85.730","0.00%"
"Jun 08, 2012","86.230","85.720","86.600","85.720","0.01%"
"Jun 07, 2012","86.220","85.730","86.600","85.720","-0.01%"
"Jun 06, 2012","86.230","85.720","86.600","85.720","0.01%"
"Jun 05, 2012","86.220","85.730","86.600","85.720","-0.01%"
"Jun 04, 2012","86.230","86.100","86.600","85.720","0.01%"
"Jun 01, 2012","86.225","86.100","86.225","86.100","0.12%"
"May 31, 2012","86.125","86.000","86.125","86.000","0.00%"
"May 30, 2012","86.125","86.000","86.125","86.000","0.00%"
"May 29, 2012","86.125","85.880","86.125","85.880","-0.30%"
"May 28, 2012","86.380","85.880","86.380","85.880","0.01%"
"May 25, 2012","86.370","86.620","87.120","85.870","-0.86%"
"May 24, 2012","87.120","86.620","87.120","86.620","0.00%"
"May 23, 2012","87.120","86.630","87.500","86.620","-0.01%"
"May 22, 2012","87.125","87.000","87.125","87.000","1.40%"
"May 21, 2012","85.920","86.030","86.530","85.420","-0.69%"
"May 18, 2012","86.520","87.360","88.250","86.020","-0.73%"
"May 17, 2012","87.160","87.050","87.830","86.120","0.62%"
"May 16, 2012","86.620","86.820","87.720","86.120","1.03%"
"May 15, 2012","85.740","86.460","87.000","85.240","-0.71%"
"May 14, 2012","86.350","85.860","86.850","85.150","0.63%"
"May 11, 2012","85.810","85.580","86.400","84.870","0.35%"
"May 10, 2012","85.510","86.240","86.740","84.120","-0.71%"
"May 09, 2012","86.120","85.630","86.630","85.000","1.32%"
"May 08, 2012","85.000","84.510","85.800","83.780","1.05%"
"May 07, 2012","84.120","85.810","86.520","83.620","-1.30%"
"May 04, 2012","85.225","85.840","86.395","85.100","-0.29%"
"May 03, 2012","85.470","84.960","86.050","84.470","0.85%"
"May 02, 2012","84.750","84.220","85.330","83.650","1.05%"
"May 01, 2012","83.870","83.370","83.870","83.370","0.00%"
"Apr 30, 2012","83.870","83.920","84.880","83.370","-0.24%"
"Apr 27, 2012","84.070","83.970","84.860","83.120","1.14%"
"Apr 26, 2012","83.120","84.030","84.740","82.620","-1.13%"
"Apr 25, 2012","84.070","84.240","84.890","83.220","0.42%"
"Apr 24, 2012","83.720","84.260","85.080","83.220","-0.35%"
"Apr 23, 2012","84.010","83.340","84.620","82.730","0.83%"
"Apr 20, 2012","83.320","83.440","84.020","81.420","-0.13%"
"Apr 19, 2012","83.430","82.980","83.960","82.350","1.84%"
"Apr 18, 2012","81.920","82.190","83.360","81.420","0.00%"
"Apr 17, 2012","81.920","82.560","83.160","81.420","-0.92%"
"Apr 16, 2012","82.680","82.620","83.250","82.030","0.74%"
"Apr 13, 2012","82.070","82.180","82.440","81.570","-0.58%"
"Apr 12, 2012","82.550","82.190","83.050","81.120","0.33%"
"Apr 11, 2012","82.280","82.450","83.120","81.120","-0.11%"
"Apr 10, 2012","82.370","81.790","82.870","81.120","1.29%"
"Apr 09, 2012","81.320","82.240","82.760","80.820","0.23%"
"Apr 06, 2012","81.130","80.630","81.130","80.630","0.00%"
"Apr 05, 2012","81.130","80.620","81.500","80.620","0.01%"
