"Date","Price","Open","High","Low","Change %"
"Feb 25, 2010","74.250","73.750","74.250","73.750","0.18%"
"Feb 24, 2010","74.120","73.620","74.120","73.620","0.18%"
"Feb 23, 2010","73.990","73.490","73.990","73.490","0.05%"
"Feb 22, 2010","73.950","73.450","73.950","73.450","-0.19%"
"Feb 19, 2010","74.090","73.590","74.090","73.590","0.07%"
"Feb 18, 2010","74.040","73.540","74.040","73.540","0.37%"
"Feb 17, 2010","73.770","73.270","73.770","73.270","-0.23%"
"Feb 16, 2010","73.940","73.440","73.940","73.440","-0.24%"
"Feb 15, 2010","74.120","73.620","74.120","73.620","-0.29%"
"Feb 12, 2010","74.335","74.330","74.335","74.330","-0.06%"
"Feb 11, 2010","74.380","73.880","74.380","73.880","-0.01%"
"Feb 10, 2010","74.390","73.890","74.390","73.890","-0.35%"
"Feb 09, 2010","74.650","74.150","74.650","74.150","-0.32%"
"Feb 08, 2010","74.890","74.390","74.890","74.390","0.17%"
"Feb 05, 2010","74.760","74.260","74.760","74.260","1.01%"
"Feb 04, 2010","74.010","73.510","74.010","73.510","0.61%"
"Feb 03, 2010","73.560","73.060","73.560","73.060","1.01%"
"Feb 02, 2010","72.825","72.700","72.825","72.700","0.01%"
"Feb 01, 2010","72.820","72.320","72.820","72.320","-1.42%"
"Jan 29, 2010","73.870","73.370","73.870","73.370","-0.40%"
"Jan 28, 2010","74.170","73.670","74.170","73.670","1.85%"
"Jan 27, 2010","72.825","72.700","72.825","72.700","0.01%"
"Jan 26, 2010","72.820","72.320","72.820","72.320","0.00%"
"Jan 25, 2010","72.820","72.320","72.820","72.320","-1.39%"
"Jan 22, 2010","73.850","73.350","73.850","73.350","1.41%"
"Jan 21, 2010","72.820","72.320","72.820","72.320","-0.01%"
"Jan 20, 2010","72.825","72.700","72.825","72.700","-0.01%"
"Jan 19, 2010","72.830","72.330","72.830","72.330","-0.27%"
"Jan 18, 2010","73.030","72.530","73.030","72.530","0.56%"
"Jan 15, 2010","72.620","72.120","72.620","72.120","-0.01%"
"Jan 14, 2010","72.625","72.500","72.625","72.500","-0.47%"
"Jan 13, 2010","72.970","72.470","72.970","72.470","0.48%"
"Jan 12, 2010","72.625","72.500","72.625","72.500","0.00%"
"Jan 11, 2010","72.625","72.500","72.625","72.500","0.01%"
"Jan 08, 2010","72.620","72.120","72.620","72.120","0.00%"
"Jan 07, 2010","72.620","72.120","72.620","72.120","-0.01%"
"Jan 06, 2010","72.625","72.500","72.625","72.500","-2.03%"
"Jan 05, 2010","74.130","73.630","74.130","73.630","0.07%"
"Jan 04, 2010","74.075","73.950","74.075","73.950","-0.68%"
"Jan 01, 2010","74.585","74.580","74.585","74.580","0.63%"
"Dec 31, 2009","74.120","73.620","74.120","73.620","-0.90%"
"Dec 30, 2009","74.790","74.290","74.790","74.290","0.90%"
"Dec 29, 2009","74.120","73.620","74.120","73.620","-0.01%"
"Dec 28, 2009","74.130","73.630","74.130","73.630","0.01%"
"Dec 25, 2009","74.120","73.620","74.120","73.620","0.00%"
"Dec 24, 2009","74.120","73.620","74.120","73.620","-1.17%"
"Dec 23, 2009","75.000","74.500","75.000","74.500","0.15%"
"Dec 22, 2009","74.890","74.390","74.890","74.390","1.04%"
"Dec 21, 2009","74.120","73.620","74.120","73.620","0.00%"
"Dec 18, 2009","74.120","73.620","74.120","73.620","-1.20%"
"Dec 17, 2009","75.020","74.520","75.020","74.520","1.21%"
"Dec 16, 2009","74.120","73.620","74.120","73.620","0.00%"
"Dec 15, 2009","74.120","73.620","74.120","73.620","-0.01%"
"Dec 14, 2009","74.130","73.630","74.130","73.630","1.38%"
"Dec 11, 2009","73.120","72.620","73.120","72.620","0.00%"
"Dec 10, 2009","73.120","72.620","73.120","72.620","0.00%"
"Dec 09, 2009","73.120","72.620","73.120","72.620","-2.09%"
"Dec 08, 2009","74.680","74.180","74.680","74.180","0.24%"
"Dec 07, 2009","74.500","74.000","74.500","74.000","0.58%"
"Dec 04, 2009","74.070","73.570","74.070","73.570","1.30%"
"Dec 03, 2009","73.120","72.620","73.120","72.620","-1.40%"
"Dec 02, 2009","74.160","73.660","74.160","73.660","1.42%"
"Dec 01, 2009","73.120","72.620","73.120","72.620","-1.75%"
"Nov 30, 2009","74.420","73.920","74.420","73.920","-0.29%"
"Nov 27, 2009","74.640","74.140","74.640","74.140","0.44%"
"Nov 26, 2009","74.310","73.810","74.310","73.810","1.63%"
"Nov 25, 2009","73.120","72.620","73.120","72.620","-1.46%"
"Nov 24, 2009","74.200","73.700","74.200","73.700","1.48%"
"Nov 23, 2009","73.120","72.620","73.120","72.620","-1.94%"
"Nov 20, 2009","74.570","74.070","74.570","74.070","-0.17%"
"Nov 19, 2009","74.700","74.200","74.700","74.200","2.16%"
"Nov 18, 2009","73.120","72.620","73.120","72.620","-1.32%"
"Nov 17, 2009","74.095","74.080","74.095","74.080","0.64%"
"Nov 16, 2009","73.625","73.500","73.625","73.500","0.00%"
"Nov 13, 2009","73.625","73.500","73.625","73.500","0.01%"
"Nov 12, 2009","73.620","73.120","73.620","73.120","-0.65%"
"Nov 11, 2009","74.100","73.600","74.100","73.600","0.65%"
"Nov 10, 2009","73.620","73.120","73.620","73.120","0.00%"
"Nov 09, 2009","73.620","73.120","73.620","73.120","-1.70%"
"Nov 06, 2009","74.890","74.880","74.890","74.880","-0.47%"
"Nov 05, 2009","75.240","75.230","75.240","75.230","-0.07%"
"Nov 04, 2009","75.290","75.280","75.290","75.280","0.23%"
"Nov 03, 2009","75.120","74.620","75.120","74.620","1.68%"
"Nov 02, 2009","73.880","73.380","73.880","73.380","0.01%"
"Oct 30, 2009","73.870","73.370","73.870","73.370","-0.67%"
"Oct 29, 2009","74.370","73.870","74.370","73.870","-1.82%"
"Oct 28, 2009","75.750","75.250","75.750","75.250","2.89%"
"Oct 27, 2009","73.620","73.120","73.620","73.120","0.00%"
"Oct 26, 2009","73.620","73.120","73.620","73.120","0.06%"
"Oct 23, 2009","73.575","73.450","73.575","73.450","-1.61%"
"Oct 22, 2009","74.780","74.280","74.780","74.280","0.52%"
"Oct 21, 2009","74.390","73.890","74.390","73.890","0.83%"
"Oct 20, 2009","73.780","73.280","73.780","73.280","-0.39%"
"Oct 19, 2009","74.070","73.570","74.070","73.570","0.01%"
"Oct 16, 2009","74.060","73.560","74.060","73.560","0.11%"
"Oct 15, 2009","73.980","73.480","73.980","73.480","0.22%"
"Oct 14, 2009","73.820","73.320","73.820","73.320","0.61%"
"Oct 13, 2009","73.370","72.870","73.370","72.870","-1.37%"
"Oct 12, 2009","74.390","73.890","74.390","73.890","-1.63%"
"Oct 09, 2009","75.625","75.500","75.625","75.500","-0.01%"
"Oct 08, 2009","75.630","75.130","75.630","75.130","1.29%"
"Oct 07, 2009","74.670","74.170","74.670","74.170","-0.49%"
"Oct 06, 2009","75.040","74.540","75.040","74.540","-1.32%"
"Oct 05, 2009","76.040","75.540","76.040","75.540","0.56%"
"Oct 02, 2009","75.620","75.120","75.620","75.120","-1.00%"
"Oct 01, 2009","76.380","75.880","76.380","75.880","0.33%"
"Sep 30, 2009","76.125","76.000","76.125","76.000","0.01%"
"Sep 29, 2009","76.120","75.620","76.120","75.620","-0.83%"
"Sep 28, 2009","76.760","76.260","76.760","76.260","0.84%"
"Sep 25, 2009","76.120","75.620","76.120","75.620","-0.79%"
"Sep 24, 2009","76.730","76.230","76.730","76.230","0.80%"
"Sep 23, 2009","76.120","75.620","76.120","75.620","-0.99%"
"Sep 22, 2009","76.880","76.380","76.880","76.380","0.01%"
"Sep 21, 2009","76.870","76.370","76.870","76.370","-0.20%"
"Sep 18, 2009","77.025","76.900","77.025","76.900","-0.03%"
"Sep 17, 2009","77.050","76.550","77.050","76.550","0.56%"
"Sep 16, 2009","76.620","76.120","76.620","76.120","-0.52%"
"Sep 15, 2009","77.020","76.520","77.020","76.520","-0.14%"
"Sep 14, 2009","77.130","76.630","77.130","76.630","0.13%"
"Sep 11, 2009","77.030","76.530","77.030","76.530","-1.00%"
"Sep 10, 2009","77.810","77.310","77.810","77.310","0.88%"
"Sep 09, 2009","77.130","76.630","77.130","76.630","0.33%"
"Sep 08, 2009","76.880","76.380","76.880","76.380","-1.25%"
"Sep 07, 2009","77.850","77.350","77.850","77.350","0.93%"
"Sep 04, 2009","77.130","76.630","77.130","76.630","-0.39%"
"Sep 03, 2009","77.430","76.930","77.430","76.930","0.39%"
"Sep 02, 2009","77.130","76.630","77.130","76.630","-1.67%"
"Sep 01, 2009","78.440","77.940","78.440","77.940","3.04%"
"Aug 31, 2009","76.125","76.000","76.125","76.000","-0.32%"
"Aug 28, 2009","76.370","75.870","76.370","75.870","-2.43%"
"Aug 27, 2009","78.270","77.770","78.270","77.770","0.31%"
"Aug 26, 2009","78.030","77.530","78.030","77.530","0.03%"
"Aug 25, 2009","78.010","77.510","78.010","77.510","0.28%"
"Aug 24, 2009","77.790","77.290","77.790","77.290","1.86%"
"Aug 21, 2009","76.370","75.870","76.370","75.870","0.00%"
"Aug 20, 2009","76.370","75.870","76.370","75.870","-2.46%"
"Aug 19, 2009","78.300","77.800","78.300","77.800","0.29%"
"Aug 18, 2009","78.070","77.570","78.070","77.570","-0.71%"
"Aug 17, 2009","78.630","78.130","78.630","78.130","1.87%"
"Aug 14, 2009","77.190","76.690","77.190","76.690","1.07%"
"Aug 13, 2009","76.370","75.870","76.370","75.870","0.00%"
"Aug 12, 2009","76.370","75.870","76.370","75.870","0.33%"
"Aug 11, 2009","76.120","75.620","76.120","75.620","-0.33%"
"Aug 10, 2009","76.370","75.870","76.370","75.870","0.32%"
"Aug 07, 2009","76.125","76.000","76.125","76.000","-0.22%"
"Aug 06, 2009","76.290","75.790","76.290","75.790","0.32%"
"Aug 05, 2009","76.050","75.550","76.050","75.550","-0.45%"
"Aug 04, 2009","76.390","75.890","76.390","75.890","0.69%"
"Aug 03, 2009","75.870","75.370","75.870","75.370","-0.33%"
"Jul 31, 2009","76.120","75.620","76.120","75.620","-0.92%"
"Jul 30, 2009","76.830","76.330","76.830","76.330","-0.83%"
"Jul 29, 2009","77.470","76.970","77.470","76.970","0.41%"
"Jul 28, 2009","77.150","76.650","77.150","76.650","1.69%"
"Jul 27, 2009","75.870","75.370","75.870","75.370","-0.33%"
"Jul 24, 2009","76.120","75.620","76.120","75.620","0.00%"
"Jul 23, 2009","76.120","75.620","76.120","75.620","-1.95%"
"Jul 22, 2009","77.630","77.130","77.630","77.130","0.19%"
"Jul 21, 2009","77.480","76.980","77.480","76.980","0.47%"
"Jul 20, 2009","77.120","76.620","77.120","76.620","1.31%"
"Jul 17, 2009","76.120","75.620","76.120","75.620","-2.25%"
"Jul 16, 2009","77.870","77.370","77.870","77.370","2.30%"
"Jul 15, 2009","76.120","75.620","76.120","75.620","-2.20%"
"Jul 14, 2009","77.830","77.330","77.830","77.330","-0.57%"
"Jul 13, 2009","78.280","77.780","78.280","77.780","-0.15%"
"Jul 10, 2009","78.400","77.900","78.400","77.900","0.59%"
"Jul 09, 2009","77.940","77.440","77.940","77.440","-0.36%"
"Jul 08, 2009","78.220","77.720","78.220","77.720","0.90%"
"Jul 07, 2009","77.520","77.020","77.520","77.020","1.53%"
"Jul 06, 2009","76.350","75.850","76.350","75.850","-0.38%"
"Jul 03, 2009","76.640","76.140","76.640","76.140","0.68%"
"Jul 02, 2009","76.120","75.620","76.120","75.620","-0.33%"
"Jul 01, 2009","76.370","75.870","76.370","75.870","0.20%"
"Jun 30, 2009","76.220","75.720","76.220","75.720","-1.59%"
"Jun 29, 2009","77.450","76.750","77.450","76.750","0.00%"
"Jun 26, 2009","77.450","76.750","77.450","76.750","-0.14%"
"Jun 25, 2009","77.555","76.960","77.555","76.960","0.33%"
"Jun 24, 2009","77.300","76.700","77.300","76.700","-0.77%"
"Jun 23, 2009","77.900","77.300","77.900","77.300","0.97%"
"Jun 22, 2009","77.150","76.550","77.150","76.550","0.46%"
"Jun 19, 2009","76.800","76.200","76.800","76.200","-0.26%"
"Jun 18, 2009","77.000","76.700","77.000","76.700","0.69%"
"Jun 17, 2009","76.475","76.050","76.475","76.050","0.23%"
"Jun 16, 2009","76.300","75.700","76.300","75.700","-0.07%"
"Jun 15, 2009","76.350","75.750","76.350","75.750","1.29%"
"Jun 12, 2009","75.375","75.250","75.375","75.250","-0.43%"
"Jun 11, 2009","75.700","75.100","75.700","75.100","0.33%"
"Jun 10, 2009","75.450","74.800","75.450","74.800","0.10%"
"Jun 09, 2009","75.375","75.250","75.375","75.250","-0.18%"
"Jun 08, 2009","75.510","74.920","75.510","74.920","-0.81%"
"Jun 05, 2009","76.125","76.000","76.125","76.000","1.10%"
"Jun 04, 2009","75.300","74.700","75.300","74.700","0.80%"
"Jun 03, 2009","74.700","74.100","74.700","74.100","0.00%"
"Jun 02, 2009","74.700","74.100","74.700","74.100","-1.88%"
"Jun 01, 2009","76.130","75.630","76.130","75.630","1.01%"
"May 29, 2009","75.370","74.870","75.370","74.870","-0.70%"
"May 28, 2009","75.900","75.300","75.900","75.300","0.00%"
"May 27, 2009","75.900","75.300","75.900","75.300","0.00%"
"May 26, 2009","75.900","75.300","75.900","75.300","0.32%"
"May 25, 2009","75.655","75.650","75.655","75.650","0.34%"
"May 22, 2009","75.400","74.900","75.400","74.900","-0.33%"
"May 21, 2009","75.650","75.100","75.650","75.100","-0.63%"
"May 20, 2009","76.130","75.630","76.130","75.630","0.01%"
"May 19, 2009","76.125","76.000","76.125","76.000","-1.17%"
"May 18, 2009","77.025","75.950","77.025","75.950","-2.99%"
"May 15, 2009","79.400","78.800","79.400","78.800","0.00%"
"May 14, 2009","79.400","78.800","79.400","78.800","0.67%"
"May 13, 2009","78.870","78.370","78.870","78.370","0.22%"
"May 12, 2009","78.700","78.100","78.700","78.100","0.00%"
"May 11, 2009","78.700","78.100","78.700","78.100","0.00%"
"May 08, 2009","78.700","78.100","78.700","78.100","-0.13%"
"May 07, 2009","78.800","78.200","78.800","78.200","-0.19%"
"May 06, 2009","78.950","78.350","78.950","78.350","-0.13%"
"May 05, 2009","79.050","78.450","79.050","78.450","-0.25%"
"May 04, 2009","79.250","78.650","79.250","78.650","-0.38%"
"May 01, 2009","79.550","78.950","79.550","78.950","0.00%"
"Apr 30, 2009","79.550","78.950","79.550","78.950","-0.62%"
"Apr 29, 2009","80.050","79.450","80.050","79.450","-0.44%"
"Apr 28, 2009","80.400","79.800","80.400","79.800","0.50%"
"Apr 27, 2009","80.000","79.400","80.000","79.400","-0.06%"
"Apr 24, 2009","80.050","79.450","80.050","79.450","-0.31%"
"Apr 23, 2009","80.300","79.700","80.300","79.700","0.02%"
"Apr 22, 2009","80.280","79.780","80.280","79.780","1.78%"
"Apr 21, 2009","78.875","78.750","78.875","78.750","-1.04%"
"Apr 20, 2009","79.700","79.100","79.700","79.100","0.38%"
"Apr 17, 2009","79.400","78.800","79.400","78.800","0.13%"
"Apr 16, 2009","79.300","78.700","79.300","78.700","-0.31%"
"Apr 15, 2009","79.550","78.950","79.550","78.950","0.06%"
"Apr 14, 2009","79.500","78.900","79.500","78.900","0.00%"
"Apr 13, 2009","79.500","78.900","79.500","78.900","-0.58%"
"Apr 10, 2009","79.960","79.460","79.960","79.460","1.38%"
"Apr 09, 2009","78.870","78.370","78.870","78.370","-2.20%"
"Apr 08, 2009","80.645","79.890","80.645","79.890","2.24%"
"Apr 07, 2009","78.875","78.750","78.875","78.750","-1.16%"
"Apr 06, 2009","79.800","79.200","79.800","79.200","0.57%"
"Apr 03, 2009","79.350","78.800","79.350","78.800","-1.37%"
"Apr 02, 2009","80.450","79.850","80.450","79.850","-1.34%"
"Apr 01, 2009","81.545","80.940","81.545","80.940","0.00%"
"Mar 31, 2009","81.545","80.940","81.545","80.940","0.00%"
"Mar 30, 2009","81.545","80.940","81.545","80.940","0.43%"
"Mar 27, 2009","81.195","80.590","81.195","80.590","-1.07%"
"Mar 26, 2009","82.075","81.950","82.075","81.950","1.48%"
"Mar 25, 2009","80.880","80.380","80.880","80.380","-1.46%"
"Mar 24, 2009","82.080","81.580","82.080","81.580","2.66%"
"Mar 23, 2009","79.950","79.350","79.950","79.350","0.00%"
"Mar 20, 2009","79.950","79.350","79.950","79.350","-1.66%"
"Mar 19, 2009","81.300","80.700","81.300","80.700","-0.94%"
"Mar 18, 2009","82.075","81.950","82.075","81.950","0.00%"
"Mar 17, 2009","82.075","81.950","82.075","81.950","-0.51%"
"Mar 16, 2009","82.495","81.890","82.495","81.890","0.00%"
"Mar 13, 2009","82.495","81.890","82.495","81.890","0.06%"
"Mar 12, 2009","82.445","81.840","82.445","81.840","0.38%"
"Mar 11, 2009","82.130","81.630","82.130","81.630","0.00%"
"Mar 10, 2009","82.130","81.630","82.130","81.630","-0.05%"
"Mar 09, 2009","82.175","82.050","82.175","82.050","-0.39%"
"Mar 06, 2009","82.500","81.900","82.500","81.900","-0.11%"
"Mar 05, 2009","82.590","81.980","82.590","81.980","-0.19%"
"Mar 04, 2009","82.750","82.000","82.750","82.000","0.24%"
"Mar 03, 2009","82.550","81.800","82.550","81.800","2.23%"
"Mar 02, 2009","80.750","80.150","80.750","80.150","0.00%"
"Feb 27, 2009","80.750","80.150","80.750","80.150","4.36%"
"Feb 26, 2009","77.375","77.250","77.375","77.250","0.01%"
"Feb 25, 2009","77.370","76.870","77.370","76.870","-2.92%"
"Feb 24, 2009","79.700","79.100","79.700","79.100","0.00%"
"Feb 23, 2009","79.700","79.100","79.700","79.100","1.37%"
"Feb 20, 2009","78.625","78.500","78.625","78.500","-1.10%"
"Feb 19, 2009","79.500","78.900","79.500","78.900","1.11%"
"Feb 18, 2009","78.625","78.500","78.625","78.500","-0.41%"
"Feb 17, 2009","78.950","78.550","78.950","78.550","1.54%"
"Feb 16, 2009","77.755","77.160","77.755","77.160","-0.19%"
"Feb 13, 2009","77.905","77.310","77.905","77.310","0.13%"
"Feb 12, 2009","77.805","77.210","77.805","77.210","-0.15%"
"Feb 11, 2009","77.925","77.800","77.925","77.800","0.15%"
"Feb 10, 2009","77.805","77.210","77.805","77.210","-0.06%"
"Feb 09, 2009","77.855","77.260","77.855","77.260","0.30%"
"Feb 06, 2009","77.620","77.120","77.620","77.120","-0.49%"
"Feb 05, 2009","78.005","77.410","78.005","77.410","0.32%"
"Feb 04, 2009","77.755","77.160","77.755","77.160","2.14%"
"Feb 03, 2009","76.125","76.000","76.125","76.000","-2.72%"
"Feb 02, 2009","78.250","77.650","78.250","77.650","-0.26%"
"Jan 30, 2009","78.455","77.860","78.455","77.860","0.58%"
"Jan 29, 2009","78.005","77.410","78.005","77.410","0.00%"
"Jan 28, 2009","78.005","77.410","78.005","77.410","-0.57%"
"Jan 27, 2009","78.450","78.050","78.450","78.050","-0.32%"
"Jan 26, 2009","78.700","78.100","78.700","78.100","1.71%"
"Jan 23, 2009","77.380","76.880","77.380","76.880","0.32%"
"Jan 22, 2009","77.130","76.630","77.130","76.630","-1.53%"
"Jan 21, 2009","78.330","77.830","78.330","77.830","0.49%"
"Jan 20, 2009","77.950","77.350","77.950","77.350","0.17%"
"Jan 19, 2009","77.820","77.320","77.820","77.320","-0.17%"
"Jan 16, 2009","77.955","77.360","77.955","77.360","-0.57%"
"Jan 15, 2009","78.400","77.800","78.400","77.800","0.26%"
"Jan 14, 2009","78.200","77.600","78.200","77.600","0.00%"
"Jan 13, 2009","78.200","77.600","78.200","77.600","0.64%"
"Jan 12, 2009","77.705","77.110","77.705","77.110","-0.22%"
"Jan 09, 2009","77.875","77.100","77.875","77.100","0.09%"
"Jan 08, 2009","77.805","77.210","77.805","77.210","0.69%"
"Jan 07, 2009","77.275","76.300","77.275","76.300","0.19%"
"Jan 06, 2009","77.130","76.630","77.130","76.630","0.33%"
"Jan 05, 2009","76.875","76.750","76.875","76.750","-2.26%"
"Jan 02, 2009","78.655","78.100","78.655","78.100","0.84%"
"Jan 01, 2009","78.000","77.500","78.000","77.500","0.70%"
"Dec 31, 2008","77.460","77.050","77.460","77.050","-0.30%"
"Dec 30, 2008","77.690","77.190","77.690","77.190","0.18%"
"Dec 29, 2008","77.550","77.050","77.550","77.050","0.52%"
"Dec 26, 2008","77.150","76.650","77.150","76.650","0.00%"
"Dec 25, 2008","77.150","76.700","77.150","76.700","0.00%"
"Dec 24, 2008","77.150","76.700","77.150","76.700","-0.45%"
"Dec 23, 2008","77.500","77.100","77.500","77.100","4.24%"
"Dec 22, 2008","74.350","73.850","74.350","73.850","-0.69%"
"Dec 19, 2008","74.865","74.550","74.865","74.550","0.33%"
"Dec 18, 2008","74.620","74.120","74.620","74.120","-0.84%"
"Dec 17, 2008","75.250","74.950","75.250","74.950","-0.50%"
"Dec 16, 2008","75.625","75.500","75.625","75.500","-1.00%"
"Dec 15, 2008","76.390","75.890","76.390","75.890","-1.24%"
"Dec 12, 2008","77.350","77.000","77.350","77.000","1.22%"
"Dec 11, 2008","76.420","75.920","76.420","75.920","-2.18%"
"Dec 10, 2008","78.125","78.000","78.125","78.000","-0.64%"
"Dec 09, 2008","78.625","78.050","78.625","78.050","0.00%"
"Dec 08, 2008","78.625","78.050","78.625","78.050","-0.25%"
"Dec 05, 2008","78.825","78.700","78.825","78.700","-0.06%"
"Dec 04, 2008","78.875","78.750","78.875","78.750","-1.04%"
"Dec 03, 2008","79.700","79.100","79.700","79.100","-1.23%"
"Dec 02, 2008","80.695","80.090","80.695","80.090","0.87%"
"Dec 01, 2008","80.000","79.500","80.000","79.500","0.38%"
"Nov 28, 2008","79.700","79.200","79.700","79.200","0.25%"
"Nov 27, 2008","79.500","79.000","79.500","79.000","0.00%"
"Nov 26, 2008","79.500","79.000","79.500","79.000","-0.44%"
"Nov 25, 2008","79.850","79.350","79.850","79.350","0.16%"
"Nov 24, 2008","79.725","79.500","79.725","79.500","-0.24%"
"Nov 21, 2008","79.920","79.420","79.920","79.420","-0.69%"
"Nov 20, 2008","80.475","79.850","80.475","79.850","1.34%"
"Nov 19, 2008","79.410","78.900","79.410","78.900","0.49%"
"Nov 18, 2008","79.020","78.520","79.020","78.520","1.31%"
"Nov 17, 2008","77.995","77.800","77.995","77.800","-0.77%"
"Nov 14, 2008","78.600","78.300","78.600","78.300","0.19%"
"Nov 13, 2008","78.450","78.250","78.450","78.250","1.45%"
"Nov 12, 2008","77.325","76.550","77.325","76.550","2.13%"
